21,30
21,45
15,56
13,56
21,57
9,59
13,67
15,67
9,70
13,79
21,82
10,87
13,91
21,95
9,95
11,99
20,109
12,115
20,119
8,119
8,205
13,205
20,205
6,206
12,206
21,206
0,207
2,208
14,209
20,209
13,209
0,210
9,210
2,211
12,212
7,212
9,212
0,212
20,213
0,214
18,214
9,214
2,215
12,215
21,216
19,216
21,219
2,219
21,223
2,223
17,229
21,235
3,235
1,249
20,255
3,259
13,262
17,265
20,266
8,272
17,278
7,283
8,285
12,296
14,296
21,376
12,377
21,377
16,378
2,378
16,379
1,379
2,380
11,380
14,380
8,381
20,382
2,382
21,413
16,416
2,428
8,428
16,440
1,459
8,473
14,479
7,585
0,590
15,591
3,591
3,601
17,606
1,666
2,672
14,749
20,750
3,750
16,751
3,752
15,753
1,753
16,759
16,783
21,817
3,907
1,909
14,910
1,911
2,921
7,943
3,944
17,948
20,951
13,967
12,1076
2,1077
9,1078
3,1078
6,1079
7,1080
1,1082
21,1137
12,1143
0,1250
12,1267
20,1272
12,1348
8,1444
6,1450
20,1492
7,1506
2,1541
0,1541
21,1547
0,1648
13,1649
7,1652
3,1671
2,1682
2,1693
1,1714
0,1726
20,1732
0,1736
0,1817
21,1818
13,1830
6,1830
3,1831
20,1847
20,2007
3,2008
15,2012
1,2018
0,2054
8,2217
20,2217
13,2244
9,2250
1,2251
12,2257
6,2508
16,2604
9,2611
7,2625
8,2762
21,2766
10,2798
8,2802
6,2810
10,2821
11,2833
6,2929
14,2929
2,2930
4,2949
10,2949
7,2951
20,2951
20,2990
21,3129
9,3130
20,3187
9,3187
14,3191
20,3200
21,3212
9,3212
13,3216
8,3247
21,3322
13,3324
20,3327
21,3338
1,3385
13,3411
20,3522
20,3534
12,3549
21,3558
13,3560
9,3654
8,3655
13,3698
13,3711
21,3742
20,3868
21,4062
20,4315
12,4786
13,4787
13,4986
12,5022
13,5034
0,5041
15,5047
0,5053
13,5057
12,5181
13,5182
13,5183
16,5282
12,5397
17,5454
13,5504
13,5602
12,5605
13,5639
0,5651
1,5788
10,5955
18,5998
11,5998
12,5999
13,6021
7,6021
12,6056
11,6141
6,6160
13,6174
12,6198
12,6336
21,6337
13,6338
12,6382
12,6404
20,6437
12,6442
12,6453
10,6453
12,6465
4,6465
7,6465
10,6552
5,6552
13,6553
11,6553
6,6554
4,6613
8,6752
12,6752
20,6755
9,6771
5,6772
11,6772
1,6772
12,6773
20,6773
8,6777
11,6777
11,6800
8,6800
5,6801
20,6804
7,6807
13,6807
18,6807
9,6812
21,6816
11,6900
8,6900
18,6900
21,6900
18,6901
18,6903
11,6903
12,6905
20,6905
9,6907
21,6907
20,6908
10,6910
9,6923
11,6934
13,6934
15,6945
11,6945
16,6949
21,6949
16,6959
10,7049
12,7052
21,7052
11,7052
10,7082
11,7120
12,7152
19,7253
19,7254
10,7254
13,7301
11,7301
18,7301
19,7314
12,7325
12,7338
13,7417
11,7458
3,7474
1,7486
10,7616
13,7616
5,7617
13,7617
11,7618
12,7635
12,7647
10,7682
0,7790
7,7846
13,7857
12,7870
12,8038
10,8042
4,8054
19,8063
13,8075
5,8148
10,8153
12,8154
17,8162
10,8181
13,8234
3,8247
2,8269
12,8355
0,8356
13,8356
3,8419
13,8419
11,8443
2,8582
12,8582
12,8583
13,8590
12,8627
3,8743
13,8743
3,8744
20,8744
10,8744
13,8754
12,8956
1,8959
13,9005
12,9030
13,9231
13,9243
12,9362
13,9363
11,9364
2,9365
13,9494
3,9590
14,9969
1,9970
16,9970
13,10049
11,10171
13,10229
1,10300
0,10401
12,10609
2,10797
3,10973
12,11029
13,11179
6,11180
13,11229
13,11241
6,11275
7,11287
7,11299
10,11589
6,11853
12,12017
11,12207
1,12261
10,12378
18,12594
0,12997
17,13049
10,13371
8,13372
9,13373
11,13373
9,13435
19,13597
11,13598
18,13600
19,13839
17,13858
10,14049
14,14049
15,14999
14,15694
11,15968
11,15971
7,15972
10,15972
11,15975
5,15976
4,15992
20,16026
20,16118
4,16118
4,16198
12,16315
20,16315
21,16326
20,16347
12,16400
8,16408
8,16516
12,16517
12,16564
13,16756
7,16822
4,16912
18,16912
18,16913
5,16959
11,17496
13,17985
10,17985
21,17987
21,17998
9,18001
21,18014
13,18020
9,18022
13,18031
13,18044
13,18057
9,18057
21,18057
9,18069
13,18079
21,18079
21,18171
9,18171
21,18172
13,18172
9,18172
20,18249
13,18255
8,18381
20,18383
8,18383
12,18601
8,18602
3,18604
13,18671
6,18863
2,18965
20,18974
20,19171
3,19187
1,19308
2,19313
16,19544
17,19628
3,19821
13,20029
20,20032
9,20278
21,20278
0,20278
9,20290
8,20303
13,20415
9,20416
12,20420
8,20425
9,20436
1,20436
16,20455
3,20462
16,20472
11,20472
1,20482
9,20515
15,20521
20,20614
14,20614
3,20645
7,20875
2,21006
3,21064
3,21214
20,21232
12,21235
18,21237
12,21247
20,21254
12,21258
8,21289
17,21301
8,21405
19,21603
4,21603
21,21769
9,21809
9,21823
8,21845
6,21870
21,22261
13,22265
0,22630
1,22823
16,22823
11,22869
0,22997
2,23048
17,23049
2,23199
3,23411
0,23411
3,23617
1,23619
0,23790
7,23877
1,23983
1,24195
9,24480
18,25698
11,25699
10,25946
2,26148
2,26194
3,26310
16,26528
13,26865
6,27081
3,27245
3,27254
2,27392
3,27393
17,27474
15,27541
19,28199
5,28200
4,28302
14,28563
16,28859
7,29060
3,29984
6,30008
0,30060
17,30066
2,30179
0,30180
2,30237
2,30393
3,30395
10,30397
2,30446
7,30460
16,30496
10,30504
3,30591
3,30593
2,30638
1,30991
17,30991
2,30991
10,30992
14,30992
17,30999
14,30999
3,31012
16,31012
14,31033
2,31088
3,31100
1,31187
16,31292
1,31400
15,31441
3,31608
17,31609
3,31626
6,32902
8,34511
9,34673
6,34818
7,34895
7,34981
19,35174
21,35175
10,35175
8,35175
11,35176
20,35177
5,35177
10,35178
9,35178
21,35179
4,35218
10,35218
20,35223
5,35230
20,35236
21,35246
8,35390
8,35391
13,35392
21,35392
12,35449
6,35473
7,35599
2,35642
0,35657
2,35658
0,35795
3,35798
2,35979
1,35982
6,36194
12,36293
20,36298
7,36417
12,36417
4,36418
7,36419
12,36419
12,36447
12,36483
7,36483
13,36603
12,36604
12,36644
17,36786
16,36791
2,37608
8,37609
0,37621
17,38068
17,38073
17,38086
17,38197
17,38443
0,39181
10,39185
12,39185
14,39287
13,39350
21,40320
0,40357
0,40392
19,40554
5,40555
10,40555
5,40563
19,40599
4,40599
5,40612
5,40644
19,40741
19,40743
5,40743
19,40750
6,40751
10,40762
19,40776
10,40776
5,40800
19,40899
18,40914
10,40921
8,40926
4,40934
8,40938
10,40943
19,40963
8,40963
6,40986
2,40991
4,40991
0,41079
6,41079
8,41081
10,41082
6,41082
4,41083
10,41084
5,41084
7,41088
4,41107
8,41133
8,41156
1,41258
21,41307
9,41327
8,41374
20,41453
1,41453
3,41481
12,41811
1,41830
15,42038
20,42043
12,42050
21,42081
12,42166
8,42168
20,42172
21,42182
21,42207
8,42217
20,42217
21,42440
14,42759
20,42759
1,42760
17,42798
21,42941
13,42941
9,42942
13,42942
13,42950
21,42950
21,42959
1,42960
9,42972
21,42998
20,43023
13,43035
12,43123
20,43124
13,43126
9,43361
8,43435
13,43961
1,43961
13,45257
12,45444
8,45468
13,45604
12,45652
13,45664
13,45793
12,46856
11,46895
10,46994
10,46995
11,46997
11,47088
10,47408
8,48008
16,48272
11,48708
5,48801
9,48992
3,49946
0,49968
11,49975
9,50084
2,50322
0,50390
8,50844
10,50844
4,50877
1,50973
8,51191
18,52324
7,52428
12,52430
12,52471
17,52540
12,52637
12,52639
17,52642
12,53522
7,53829
1,54008
9,54008
5,54425
9,54428
21,54544
13,54635
18,54730
7,54838
12,54858
7,54858
6,55061
13,55074
6,55074
15,55085
13,55085
11,55085
7,55195
11,55195
7,55196
5,55196
9,55196
10,55197
13,55197
11,55286
8,55288
8,55476
7,55658
11,55986
19,56398
17,57196
9,57298
17,57308
16,57319
17,57353
17,57375
12,57604
19,57604
12,57744
19,57744
5,57749
16,57863
13,57866
12,57942
13,58035
20,58052
12,58055
14,58066
2,58066
14,58138
2,58222
14,58222
14,58223
2,58224
14,58225
2,58225
12,58225
10,58225
14,58227
2,58227
1,58230
14,58245
1,58250
1,58340
14,58351
1,58435
1,58436
1,58441
14,58554
1,58681
1,58682
14,58682
14,58713
15,58770
14,58864
1,58865
1,58866
14,58866
15,58897
12,58945
14,59041
21,59041
1,59042
12,59052
1,59261
7,59261
17,59312
17,59324
9,59328
0,59348
8,59487
14,59487
17,59488
7,59497
12,59519
12,59554
7,59566
12,59678
7,59678
12,59679
12,59726
7,59734
17,59746
12,59747
7,59749
12,59852
13,59853
20,59922
13,59922
13,59933
12,60132
3,60137
12,60143
2,60292
14,60293
12,60297
21,60302
12,60312
20,60314
12,60324
12,60347
3,60352
13,60357
12,60382
12,60484
20,60484
13,60487
21,60505
12,60505
6,60507
21,60516
6,60519
9,60529
12,60532
19,60532
13,60543
5,60547
20,60553
13,60553
6,60553
10,60558
7,60579
13,60587
12,60669
21,60670
6,60670
13,60670
6,60672
21,60672
2,60738
2,60749
8,60833
9,60834
9,60835
13,60836
9,60836
20,60844
17,60927
10,61013
17,61013
1,61014
17,61014
14,61015
2,61015
10,61016
14,61020
21,61106
4,61195
10,61195
6,61195
6,61231
8,61255
1,61381
11,61407
8,61425
21,61435
9,61449
19,61463
8,61473
4,61476
8,61483
21,61483
10,61487
6,61573
8,61574
10,61574
6,61576
4,61592
10,61592
10,61618
20,61625
19,61630
6,61649
10,61667
13,61672
14,61679
19,61779
8,61779
10,61780
4,61780
21,61783
6,61783
19,61786
10,61786
10,61796
8,61804
14,61808
10,61823
6,61832
10,61834
8,61837
1,61838
6,61846
14,61846
1,61850
10,61946
8,61946
10,61947
4,61949
18,61950
14,61950
8,61951
18,61951
6,61960
14,61960
10,62027
17,62050
1,62050
1,62244
14,62252
1,62254
14,62356
11,62358
15,62394
16,63053
7,63091
10,63274
21,63389
20,63589
19,63604
12,63672
21,63991
8,63995
8,64080
20,64103
9,64103
20,64196
12,64273
12,64383
2,64478
0,64599
2,64625
3,64650
2,64661
2,64794
0,64794
0,64988
1,65098
1,65305
17,65402
0,65402
17,65403
0,65419
14,65811
16,65841
15,65842
0,65995
7,65999
11,66001
13,66208
6,66252
12,66404
16,66449
6,67045
21,67186
20,67187
12,67187
18,67409
7,68066
20,68420
2,68717
8,68718
2,68720
2,68725
